ITEM NAME,CATEGORY NAME,SKU,HSN,UNIT NAME,ALERT QTY,BRAND NAME,LOT NUMBER,PRICE BEFORE TAX,PRICE AFTER TAX,TAX NAME,TAX VALUE,TAX TYPE,SALES PRICE,OPENING STOCK,CUSTOM BARCODE,SELLER POINTS,ITEM DESCIPTION,DISCOUNT TYPE,DISCOUNT,MRP
GOLDEN PENNY NOODLES 70G X 20,FMCG,,,Carton,,,,"1,491","1,491",VAT,0.00%,Inclusive,"1,550",0,,,,,,
GOLDEN PENNY NOODLES 70G X 40,FMCG,,,Carton,,,,"2,930","2,930",VAT,0.00%,Inclusive,"2,980",325,,,,,,
GOLDEN PENNY NOODLES PEPPER SOUP 70G X 40,FMCG,,,Carton,,,,"2,990","2,990",VAT,0.00%,Inclusive,"3,000",0,,,,,,
GOLDEN PENNY PURE SOYA OIL 4LT,FMCG,,,Carton,,,,"28,750","28,750",VAT,0.00%,Inclusive,"29,000",21,,,,,,
GOLDEN PENNY RICE,FMCG,,,Carton,,,,0,0,VAT,0.00%,Inclusive,0,0,,,,,,
GOLDEN PENNY SOYA OIL 5LTR,FMCG,,,Carton,,,,"25,400","25,400",VAT,0.00%,Inclusive,"26,000",18,,,,,,
GOLDEN PENNY SOYA OIL 750ML,FMCG,,,Carton,,,,"11,485","11,485",VAT,0.00%,Inclusive,"13,000",13,,,,,,
GOLDEN PENNY SOYA OIL 75ML,FMCG,,,Carton,,,,0,0,VAT,0.00%,Inclusive,0,0,,,,,,
GOLDEN PENNY SPREAD 15G,FMCG,,,Carton,,,,0,0,VAT,0.00%,Inclusive,0,0,,,,,,
GOLDEN PENNY SPREAD 250G X 12,FMCG,,,Carton,,,,"3,525","3,525",VAT,0.00%,Inclusive,"3,650",0,,,,,,
GOLDEN PENNY SPREAD 250G X 24,FMCG,,,Carton,,,,"7,050","7,050",VAT,0.00%,Inclusive,"7,300",0,,,,,,
GOLDEN PENNY SPREAD 250G X 6,FMCG,,,Carton,,,,"1,800","1,800",VAT,0.00%,Inclusive,"1,900",0,,,,,,
GOLDEN PENNY SPREAD 450G X 12,FMCG,,,Carton,,,,"5,800","5,800",VAT,0.00%,Inclusive,"5,900",10,,,,,,
GOLDEN PENNY SPREAD 450G X 24,FMCG,,,Carton,,,,"11,550","11,550",VAT,0.00%,Inclusive,"11,800",0,,,,,,
GOLDEN PENNY SPREAD 900G X 6,FMCG,,,Carton,,,,"5,615","5,615",VAT,0.00%,Inclusive,"5,750",10,,,,,,
GOLDEN PENNY SUGAR 1KG,FMCG,,,Carton,,,,"5,830","5,830",VAT,0.00%,Inclusive,"5,900",0,,,,,,
GOLDEN PENNY SUGAR 500G X 20,FMCG,,,Carton,,,,"5,830","5,830",VAT,0.00%,Inclusive,"5,900",0,,,,,,
GOLDEN PENNY SUGAR 50KG,FMCG,,,Carton,,,,"28,250","28,250",VAT,0.00%,Inclusive,"28,500",230,,,,,,
GOLDEN PENNY SUGAR 50KG,FMCG,,,KG,,,,"28,250","28,250",VAT,0.00%,Inclusive,"28,500",0,,,,,,
GOLDEN PENNY VEG OIL 10 LTR,FMCG,,,Carton,,,,"13,640","13,640",VAT,0.00%,Inclusive,"13,800",0,,,,,,
GOLDEN PENNY VEG OIL 1LTR,FMCG,,,Carton,,,,"14,910","14,910",VAT,0.00%,Inclusive,"15,100",3,,,,,,
GOLDEN PENNY VEG OIL 2.75LTR,FMCG,,,Carton,,,,"20,050","20,050",VAT,0.00%,Inclusive,"20,300",0,,,,,,
GOLDEN PENNY VEG OIL 25L,FMCG,,,Carton,,,,"33,100","33,100",VAT,0.00%,Inclusive,0,0,,,,,,
GOLDEN PENNY VEG OIL 4LTR,FMCG,,,Carton,,,,"28,750","28,750",VAT,0.00%,Inclusive,"29,000",0,,,,,,
GOLDEN PENNY VEG OIL 5L,FMCG,,,Carton,,,,"26,400","26,400",VAT,0.00%,Inclusive,"26,600",2,,,,,,
GOLDEN PENNY VEG OIL 750ML,FMCG,,,Carton,,,,"11,380","11,380",VAT,0.00%,Inclusive,"11,600",0,,,,,,
GOLDEN PURE SOYA OIL 10LTR,FMCG,,,Carton,,,,"13,740","13,740",VAT,0.00%,Inclusive,0,0,,,,,,
GOLDEN PURE SOYA OIL 1LTR,FMCG,,,Carton,,,,"15,150","15,150",VAT,0.00%,Inclusive,"15,350",0,,,,,,
GOLDEN PURE SOYA OIL 2.7LTR,FMCG,,,Carton,,,,"20,350","20,350",VAT,0.00%,Inclusive,"20,600",13,,,,,,
GOLDEN PURE SOYA OIL 25LTR,FMCG,,,Carton,,,,"33,850","33,850",VAT,0.00%,Inclusive,0,0,,,,,,
GOLDEN SEMOVITA 10KG,FMCG,,,Bag,,,,"6,215","6,215",VAT,0.00%,Inclusive,"6,450",34,,,,,,
GOLDEN SEMOVITA 1KG,FMCG,,,Bag,,,,"6,690","6,690",VAT,0.00%,Inclusive,"6,650",158,,,,,,
GOLDEN SEMOVITA 2KG,FMCG,,,Bag,,,,"6,540","6,540",VAT,0.00%,Inclusive,"6,500",2,,,,,,
GOLDEN SEMOVITA 500G,FMCG,,,Bag,,,,"6,690","6,690",VAT,0.00%,Inclusive,"6,650",17,,,,,,
GOLDEN SEMOVITA 5KG,FMCG,,,Bag,,,,"3,173","3,173",VAT,0.00%,Inclusive,"3,150",0,,,,,,
GOLDEN SPAG STANDARD,FMCG,,,Carton,,,,"8,075","8,075",VAT,0.00%,Inclusive,"7,950","1,187",,,,,,
GOLDEN SPAG STANDARD 20 X 400G,FMCG,,,Carton,,,,"6,520","6,520",VAT,0.00%,Inclusive,"6,400",947,,,,,,
GOLDEN SPAG TINY,FMCG,,,Carton,,,,"8,075","8,075",VAT,0.00%,Inclusive,"7,950",104,,,,,,
GOLDEN SPAG TINY 20 X 400G,FMCG,,,Carton,,,,"6,520","6,520",VAT,0.00%,Inclusive,"6,400",0,,,,,,
GOLDEN SUGAR BY 20 BY 200G,FMCG,,,Carton,,,,"5,830","5,830",VAT,0.00%,Inclusive,"5,900",0,,,,,,
GOLDEN SUGAR BY 40 X 250G,FMCG,,,Carton,,,,"5,830","5,830",VAT,0.00%,Inclusive,"5,900",34,,,,,,
GOLDEN SUGAR CUBE BY 32 X 500G,FMCG,,,Carton,,,,"19,750","19,750",VAT,0.00%,Inclusive,"19,950",0,,,,,,
GOLDEN TERRA SOYA OIL 300ML X 12,FMCG,,,Carton,,,,"5,000","5,000",VAT,0.00%,Inclusive,"5,500",150,,,,,,
GOLDEN TERRA SOYA OIL 360ML,FMCG,,,Carton,,,,"5,000","5,000",VAT,0.00%,Inclusive,"5,500",131,,,,,,
GOLDEN TWIST 200G,FMCG,,,Carton,,,,"3,713","3,713",VAT,0.00%,Inclusive,"3,700",9,,,,,,
GOLDEN TWIST 500G,FMCG,,,Satchet,,,,"7,925","7,925",VAT,0.00%,Inclusive,"7,800",146,,,,,,
GOLDEN WHEAT 10KG,FMCG,,,Carton,,,,"5,250","5,250",VAT,0.00%,Inclusive,"5,300",0,,,,,,
GOLDEN WHEAT 1KG,FMCG,,,Carton,,,,"5,455","5,455",VAT,0.00%,Inclusive,"5,500",88,,,,,,
GOLDEN WHEAT 2KG,FMCG,,,Carton,,,,"5,410","5,410",VAT,0.00%,Inclusive,"5,400",0,,,,,,
GOLDEN WHEAT 500G,FMCG,,,Carton,,,,"5,505","5,505",VAT,0.00%,Inclusive,"5,550",0,,,,,,
GOLDEN WHEAT 5KG,FMCG,,,Carton,,,,"2,668","2,668",VAT,0.00%,Inclusive,"2,700",0,,,,,,
HONEYWELL CAVATTO TWIST 500G,FMCG,,,Carton,,,,"6,572","6,572",VAT,0.00%,Inclusive,"6,450",0,,,,,,
HONEYWELL MINI SPAGHETTI 200G,FMCG,,,Carton,,,,0,0,VAT,0.00%,Inclusive,0,0,,,,,,
HONEYWELL NOODLES CHICKEN 100G,FMCG,,,Carton,,,,0,0,VAT,0.00%,Inclusive,0,0,,,,,,
HONEYWELL NOODLES CHICKEN 70G,FMCG,,,Carton,,,,"2,750","2,750",VAT,0.00%,Inclusive,"2,800",3,,,,,,
HONEYWELL SEMOLINA 0.9KG,FMCG,,,Bag,,,,"5,962","5,962",VAT,0.00%,Inclusive,"5,800",434,,,,,,
HONEYWELL SEMOLINA 1.8KG,FMCG,,,Bag,,,,"5,844","5,844",VAT,0.00%,Inclusive,"5,700",157,,,,,,
HONEYWELL SEMOLINA 4.75KG,FMCG,,,Bag,,,,"2,956","2,956",VAT,0.00%,Inclusive,"2,900",410,,,,,,
HONEYWELL SEMOLINA 9.5KG,FMCG,,,Bag,,,,"5,820","5,820",VAT,0.00%,Inclusive,"5,700",164,,,,,,
HONEYWELL SPAG SLIM 500G,FMCG,,,Carton,,,,"6,208","6,208",VAT,0.00%,Inclusive,"6,250",0,,,,,,
HONEYWELL SPAG STD 500G,FMCG,,,Carton,,,,"6,208","6,208",VAT,0.00%,Inclusive,"6,250",0,,,,,,
HONEYWELL WHEAT MEAL 0.9KG,FMCG,,,Bag,,,,"5,020","5,020",VAT,0.00%,Inclusive,"5,000",427,,,,,,
HONEYWELL WHEAT MEAL 1.8KG,FMCG,,,Bag,,,,"4,920","4,920",VAT,0.00%,Inclusive,"4,900",12,,,,,,
HONEYWELL WHEAT MEAL 4.75KG,FMCG,,,Bag,,,,"2,550","2,550",VAT,0.00%,Inclusive,"2,600",10,,,,,,
HONEYWELL WHEAT MEAL 9.5KG,FMCG,,,Bag,,,,"5,060","5,060",VAT,0.00%,Inclusive,"5,000",0,,,,,,
HONEYWELL WHEATMEAL 10KG,FMCG,,,KG,,,,"5,270","5,270",VAT,0.00%,Inclusive,"5,100",0,,,,,,
INDOM CHIKIN FLAV 70G 003,FMCG,,,Carton,,,,0,0,VAT,0.00%,Inclusive,0,0,,,,,,
INDOM ORENTA 100G,FMCG,,,Carton,,,,0,0,VAT,0.00%,Inclusive,0,0,,,,,,
INDOMIE CHICKEN PEPPER SOUP 100G,FMCG,,,Carton,,,,0,0,VAT,0.00%,Inclusive,0,0,,,,,,
INDOMIE CHICKEN RG 100G,FMCG,,,Carton,,,,0,0,VAT,0.00%,Inclusive,0,0,,,,,,
INDOMIE CHIKIN ONION 70G,FMCG,,,Carton,,,,0,0,VAT,0.00%,Inclusive,0,0,,,,,,
INDOMIE HUNDRY MAN,FMCG,,,Carton,,,,0,0,VAT,0.00%,Inclusive,0,0,,,,,,
INDOMIE SUPER PACK,FMCG,,,Carton,,,,0,0,VAT,0.00%,Inclusive,0,0,,,,,,
KING 25 LITRE OIL,FMCG,,,Carton,,,,"29,700","29,700",VAT,0.00%,Inclusive,"30,000",436,,,,,,
KINGS 1 LITRE OIL BOTTLE,FMCG,,,Carton,,,,"17,000","17,000",VAT,0.00%,Inclusive,"17,600",36,,,,,,
KINGS 10 LITRE OIL,FMCG,,,Carton,,,,"13,000","13,000",VAT,0.00%,Inclusive,"14,000",27,,,,,,
KINGS 2 LITRE PET,FMCG,,,Carton,,,,"17,000","17,000",VAT,0.00%,Inclusive,"17,600",76,,,,,,
KINGS 3 LITRE OIL,FMCG,,,Carton,,,,"23,600","23,600",VAT,0.00%,Inclusive,"24,000",32,,,,,,
KINGS 5 LITRE OIL,FMCG,,,Carton,,,,"25,600","25,600",VAT,0.00%,Inclusive,"26,000",222,,,,,,
KINGS COOKING MARGARINE 10KG,FMCG,,,Pack,,,,0,0,VAT,0.00%,Inclusive,0,0,,,,,,
KINGS COOKING MARGARINE 250G,FMCG,,,Carton,,,,"18,000","18,000",VAT,0.00%,Inclusive,"20,100",43,,,,,,
KINGS INDUSTRIAL MARGARINE 15KG,FMCG,,,Carton,,,,"16,300","16,300",VAT,0.00%,Inclusive,"17,000",0,,,,,,
KINGS MAGARINE 250G X 60,FMCG,,,Carton,,,,0,0,VAT,0.00%,Inclusive,"20,000",0,,,,,,
KINGS MAGGI BEEF,FMCG,,,Carton,,,,"7,900","7,900",VAT,0.00%,Inclusive,"8,300",0,,,,,,
KINGS MAGGI CHICKEN,FMCG,,,Carton,,,,"7,900","7,900",VAT,0.00%,Inclusive,"8,300",0,,,,,,
KINGS MAGGI TOMATO,FMCG,,,Carton,,,,0,0,VAT,0.00%,Inclusive,0,0,,,,,,
KINGS MARGARINE 5KG,FMCG,,,Carton,,,,0,0,VAT,0.00%,Inclusive,0,0,,,,,,
KINGS PPL 1000M OIL,FMCG,,,Carton,,,,"15,450","15,450",VAT,0.00%,Inclusive,"15,800",71,,,,,,
KINGS PPL 100M OIL,FMCG,,,Carton,,,,0,0,VAT,0.00%,Inclusive,0,0,,,,,,
KINGS PPL 2OOM OIL,FMCG,,,Carton,,,,0,0,VAT,0.00%,Inclusive,0,0,,,,,,
KINGS PPL 30ML,FMCG,,,Carton,,,,0,0,VAT,0.00%,Inclusive,0,0,,,,,,
KINGS PPL 35ML OIL,FMCG,,,Carton,,,,0,0,VAT,0.00%,Inclusive,0,0,,,,,,
KINGS PPL 40ML OIL,FMCG,,,Carton,,,,0,0,VAT,0.00%,Inclusive,0,0,,,,,,
KINGS PPL 500ML OIL,FMCG,,,Carton,,,,"12,800","12,800",VAT,0.00%,Inclusive,"13,000",0,,,,,,
KINGS PPL 50ML,FMCG,,,Carton,,,,0,0,VAT,0.00%,Inclusive,0,0,,,,,,
KINGS PPL 60ML,FMCG,,,Carton,,,,0,0,VAT,0.00%,Inclusive,0,0,,,,,,
KINGS PPL 70ML,FMCG,,,Carton,,,,"5,490","5,490",VAT,0.00%,Inclusive,"5,700",119,,,,,,
KINGS PPL 750M OIL,FMCG,,,Carton,,,,0,0,VAT,0.00%,Inclusive,0,0,,,,,,
KINGS PPL 80ML,FMCG,,,Carton,,,,0,0,VAT,0.00%,Inclusive,0,0,,,,,,
KINGS PPL 90ML OIL,FMCG,,,Carton,,,,"5,300","5,300",VAT,0.00%,Inclusive,"5,500",2,,,,,,
KLEANSOL TOILET CLEANER 500ML X 12,FMCG,,,Carton,,,,0,0,VAT,0.00%,Inclusive,0,0,,,,,,
KLEANSOL TOILET CLEANER 750ML X 12,FMCG,,,Carton,,,,0,0,VAT,0.00%,Inclusive,0,0,,,,,,
MACARONI ELBOW,FMCG,,,0,,,,"6,400","6,400",VAT,0.00%,Inclusive,"6,500",5,,,,,,
MAMA GOLD SEMOLINA 10KG,FMCG,,,Bag,,,,"5,705","5,705",VAT,0.00%,Inclusive,"5,750",392,,,,,,
MAMA GOLD SEMOLINA 1KG,FMCG,,,Bag,,,,"6,300","6,300",VAT,0.00%,Inclusive,"6,200",216,,,,,,
MAMA GOLD SEMOLINA 2KG,FMCG,,,Bag,,,,"6,140","6,140",VAT,0.00%,Inclusive,"6,050",143,,,,,,
MAMA GOLD SEMOLINA 5KG,FMCG,,,Bag,,,,"3,005","3,005",VAT,0.00%,Inclusive,"2,950","1,097",,,,,,
MAMA GOLD WHEAT 10KG,FMCG,,,Bag,,,,0,0,VAT,0.00%,Inclusive,0,0,,,,,,
MAMA GOLD WHEAT 1KG,FMCG,,,Bag,,,,0,0,VAT,0.00%,Inclusive,0,0,,,,,,
MAMA GOLD WHEAT 2KG,FMCG,,,Bag,,,,0,0,VAT,0.00%,Inclusive,0,0,,,,,,
MAMA GOLD WHEAT 5KG,FMCG,,,Bag,,,,0,0,VAT,0.00%,Inclusive,0,0,,,,,,
MAMADOR 1.5 OIL,FMCG,,,Carton,,,,"13,200","13,200",VAT,0.00%,Inclusive,"12,200",15,,,,,,
MAMADOR 1000ML OIL,FMCG,,,Carton,,,,"14,250","14,250",VAT,0.00%,Inclusive,"14,700",294,,,,,,
MAMADOR 100ML,FMCG,,,Carton,,,,0,0,VAT,0.00%,Inclusive,0,0,,,,,,
MAMADOR 2.5ML OIL,FMCG,,,Carton,,,,"14,200","14,200",VAT,0.00%,Inclusive,"14,600",5,,,,,,
MAMADOR 2.8ML OIL,FMCG,,,Carton,,,,0,0,VAT,0.00%,Inclusive,0,0,,,,,,
MAMADOR 250G OIL,FMCG,,,Carton,,,,0,0,VAT,0.00%,Inclusive,0,0,,,,,,
MAMADOR 3.5ML OIL,FMCG,,,Carton,,,,"19,600","19,600",VAT,0.00%,Inclusive,"20,100",24,,,,,,
MAMADOR 3.8ML OIL,FMCG,,,Carton,,,,0,0,VAT,0.00%,Inclusive,0,0,,,,,,
MAMADOR 900ML OIL,FMCG,,,Carton,,,,"13,900","13,900",VAT,0.00%,Inclusive,"14,500",0,,,,,,
MAMADOR CLASSIC SPREAD 250G,FMCG,,,Carton,,,,"7,000","7,000",VAT,0.00%,Inclusive,"7,300",0,,,,,,
MAMADOR CLASSIC SPREAD 450G,FMCG,,,Carton,,,,"12,500","12,500",VAT,0.00%,Inclusive,"13,000",0,,,,,,
MAMADOR LTF 250G,FMCG,,,Carton,,,,"7,000","7,000",VAT,0.00%,Inclusive,"7,500",18,,,,,,
MAMADOR LTF 450G,FMCG,,,Carton,,,,"12,500","12,500",VAT,0.00%,Inclusive,"13,000",0,,,,,,
MAMADOR MAGGI BEEF,FMCG,,,Carton,,,,"6,350","6,350",VAT,0.00%,Inclusive,"8,300",7,,,,,,
MAMADOR MAGGI CHICKEN,FMCG,,,Carton,,,,"6,350","6,350",VAT,0.00%,Inclusive,"8,300",2,,,,,,
MAMADOR MAGGI CLASSIC,FMCG,,,Carton,,,,"6,350","6,350",VAT,0.00%,Inclusive,"6,500",27,,,,,,
MAMADOR OIL 500ML,FMCG,,,Carton,,,,"17,000","17,000",VAT,0.00%,Inclusive,"17,500",0,,,,,,
MAMADOR ROLL 40ML,FMCG,,,Carton,,,,"4,500","4,500",VAT,0.00%,Inclusive,0,0,,,,,,
MIMEE 70G,FMCG,,,Carton,,,,"3,030","3,030",VAT,0.00%,Inclusive,"2,800",770,,,,,,
MINIMIN REG CHICKEN 70G,FMCG,,,Carton,,,,0,0,VAT,0.00%,Inclusive,0,0,,,,,,
MR CHEF BY 20 (MC1),FMCG,,,Bag,,,,"3,500","3,500",VAT,0.00%,Inclusive,"3,600",104,,,,,,
MR CHEF ROYAL SALT 50KG,FMCG,,,Bag,,,,"7,000","7,000",VAT,0.00%,Inclusive,"7,150",11,,,,,,
MR CHEF SALT BY 40 (MC2),FMCG,,,Bag,,,,"3,700","3,700",VAT,0.00%,Inclusive,"3,800",249,,,,,,
MR CHEF SALT BY 80 (MC3),FMCG,,,Bag,,,,"3,800","3,800",VAT,0.00%,Inclusive,"3,900",345,,,,,,
RENEW STARCH 17G,FMCG,,,Carton,,,,"11,000","11,000",VAT,0.00%,Inclusive,"11,000",33,,,,,,
RENEW STARCH 750ML,FMCG,,,Carton,,,,"9,475","9,475",VAT,0.00%,Inclusive,"9,475",0,,,,,,
SUPREME SEMOLINA 10KG,FMCG,,,Bag,,,,"5,705","5,705",VAT,0.00%,Inclusive,0,0,,,,,,
SUPREME SEMOLINA 1KG,FMCG,,,Bag,,,,"6,195","6,195",VAT,0.00%,Inclusive,0,0,,,,,,
SUPREME SEMOLINA 2KG,FMCG,,,Bag,,,,"6,020","6,020",VAT,0.00%,Inclusive,0,0,,,,,,
SUPREME SEMOLINA 5KG,FMCG,,,Bag,,,,"2,935","2,935",VAT,0.00%,Inclusive,0,0,,,,,,
TERRA BEEF 4G X 10 X 75,FMCG,,,Carton,,,,0,0,VAT,0.00%,Inclusive,0,0,,,,,,
TERRA BEEF 8 X 100,FMCG,,,Satchet,,,,"4,550","4,550",VAT,0.00%,Inclusive,"4,550",0,,,,,,
TERRA CHICKEN 24 X 40,FMCG,,,Satchet,,,,"4,900","4,900",VAT,0.00%,Inclusive,"4,900",0,,,,,,
TERRA CHICKEN 24 X 50,FMCG,,,Carton,,,,"4,500","4,500",VAT,0.00%,Inclusive,"4,500",0,,,,,,
