ITEM NAME,CATEGORY NAME,SKU,HSN,UNIT NAME,ALERT QTY,BRAND NAME,LOT NUMBER,PRICE BEFORE TAX,PRICE AFTER TAX,TAX NAME,TAX VALUE,TAX TYPE,SALES PRICE,OPENING STOCK,CUSTOM BARCODE,SELLER POINTS,ITEM DESCIPTION,DISCOUNT TYPE,DISCOUNT,MRP
BUA PASTA SLIM 500G,FMCG,,,Carton,,,,6910.00,6910.00,VAT,0.00%,Inclusive,6700.00,0.00,,,,,,
BUA SPAGHETTI 500G,FMCG,,,Carton,,,,6910.00,6910.00,VAT,0.00%,Inclusive,6700.00,204.00,,,,,,
BUA SPAGHETTI SELFIE 500G,FMCG,,,G,,,,7695.00,7695.00,VAT,0.00%,Inclusive,0.00,0.00,,,,,,
BUA TWIST CAVATTO (MACARONI),FMCG,,,Carton,,,,0.00,0.00,VAT,0.00%,Inclusive,0.00,0.00,,,,,,
CROWN PREMIUM MACARONI 200G,FMCG,,,Carton,,,,7935.00,7935.00,VAT,0.00%,Inclusive,8000.00,0.00,,,,,,
CROWN PREMIUM MACARONI 500G,FMCG,,,Carton,,,,7735.00,7735.00,VAT,0.00%,Inclusive,7800.00,0.00,,,,,,
CROWN PREMIUM SELFIE 200G,FMCG,,,Carton,,,,5660.00,5660.00,VAT,0.00%,Inclusive,0.00,0.00,,,,,,
CROWN PREMIUM SLIM 500G,FMCG,,,Carton,,,,6690.00,6690.00,VAT,0.00%,Inclusive,7250.00,547.00,,,,,,
CROWN PREMIUM SPAGHETTI 500G,FMCG,,,Carton,,,,6690.00,6690.00,VAT,0.00%,Inclusive,7250.00,0.00,,,,,,
DANGOTE SALT 50KG,FMCG,,,Carton,,,,7000.44,7000.44,VAT,0.00%,Inclusive,7200.00,895.00,,,,,,
DANGOTE SALT BY 20,FMCG,,,Carton,,,,3400.00,3400.00,VAT,0.00%,Inclusive,3500.00,0.00,,,,,,
DANGOTE SALT BY 40,FMCG,,,Bag,,,,3600.00,3600.00,VAT,0.00%,Inclusive,3700.00,0.00,,,,,,
DANGOTE SALT BY 80,FMCG,,,Bag,,,,3800.00,3800.00,VAT,0.00%,Inclusive,3900.00,0.00,,,,,,
DANGOTE SEMOLINA 10KG,FMCG,,,Bag,,,,0.00,0.00,VAT,0.00%,Inclusive,0.00,0.00,,,,,,
DANGOTE SEMOLINA 1KG,FMCG,,,Bag,,,,0.00,0.00,VAT,0.00%,Inclusive,0.00,0.00,,,,,,
DANGOTE SEMOLINA 5KG,FMCG,,,Bag,,,,0.00,0.00,VAT,0.00%,Inclusive,0.00,0.00,,,,,,
DANGOTE SUGA 50KG,FMCG,,,Bag,,,,28250.00,28250.00,VAT,0.00%,Inclusive,29200.00,335.00,,,,,,
DIAMOND SALT 50KG,FMCG,,,Bag,,,,4500.00,4500.00,VAT,0.00%,Inclusive,5000.00,1.00,,,,,,
EMPEROR 1000ML,FMCG,,,Carton,,,,15450.00,15450.00,VAT,0.00%,Inclusive,15600.00,140.00,,,,,,
EMPEROR 700ML,FMCG,,,Carton,,,,0.00,0.00,VAT,0.00%,Inclusive,0.00,0.00,,,,,,
EMPEROR 70CL,FMCG,,,Carton,,,,0.00,0.00,VAT,0.00%,Inclusive,0.00,0.00,,,,,,
EMPEROR 75CL,FMCG,,,Carton,,,,0.00,0.00,VAT,0.00%,Inclusive,0.00,0.00,,,,,,
EMPROR 1 LITRE VEG OIL,FMCG,,,Carton,,,,0.00,0.00,VAT,0.00%,Inclusive,0.00,0.00,,,,,,
EMPROR 25 LITRE VEGETABLE OIL,FMCG,,,Carton,,,,29000.00,29000.00,VAT,0.00%,Inclusive,29800.00,513.00,,,,,,
EMPROR 5 LITRE VEGETABLE OIL,FMCG,,,Carton,,,,25600.00,25600.00,VAT,0.00%,Inclusive,26000.00,0.00,,,,,,
EMPROR 500ML VEGETABLE OIL,FMCG,,,Carton,,,,0.00,0.00,VAT,0.00%,Inclusive,0.00,0.00,,,,,,
EMPROR 700ML VEG OIL,FMCG,,,Carton,,,,0.00,0.00,VAT,0.00%,Inclusive,0.00,0.00,,,,,,
GOLDEN BREAKFAST CEREAL 50G X 100,FMCG,,,Carton,,,,7915.00,7915.00,VAT,0.00%,Inclusive,8500.00,0.00,,,,,,
GOLDEN BREAKFAST CEREAL 600G X 12,FMCG,,,Carton,,,,9410.00,9410.00,VAT,0.00%,Inclusive,9550.00,0.00,,,,,,
GOLDEN BREAKFAST CEREAL 600G X 6,FMCG,,,Carton,,,,4705.00,4705.00,VAT,0.00%,Inclusive,4850.00,0.00,,,,,,
GOLDEN MARGARINE 15KG,FMCG,,,Carton,,,,17050.00,17050.00,VAT,0.00%,Inclusive,0.00,0.00,,,,,,
GOLDEN PENNY COUSCOUS,FMCG,,,KG,,,,7925.00,7925.00,VAT,0.00%,Inclusive,0.00,0.00,,,,,,
GOLDEN PENNY ELICHE,FMCG,,,Carton,,,,0.00,0.00,VAT,0.00%,Inclusive,0.00,0.00,,,,,,
GOLDEN PENNY GARRI 1 KG,FMCG,,,Bag,,,,4930.00,4930.00,VAT,0.00%,Inclusive,0.00,0.00,,,,,,
GOLDEN PENNY GARRI 100G,FMCG,,,Carton,,,,3850.00,3850.00,VAT,0.00%,Inclusive,0.00,0.00,,,,,,
GOLDEN PENNY GARRI 150G X 36,FMCG,,,Carton,,,,3850.00,3850.00,VAT,0.00%,Inclusive,0.00,0.00,,,,,,
GOLDEN PENNY GARRI 5KG,FMCG,,,Bag,,,,2420.00,2420.00,VAT,0.00%,Inclusive,0.00,0.00,,,,,,
GOLDEN PENNY JOLLOF 70G X 40,FMCG,,,Carton,,,,2990.00,2990.00,VAT,0.00%,Inclusive,3000.00,298.00,,,,,,
GOLDEN PENNY JOLLOF RICE 70G X 20,FMCG,,,Satchet,,,,1533.00,1533.00,VAT,0.00%,Inclusive,1600.00,0.00,,,,,,
GOLDEN PENNY MACARONI 500G,FMCG,,,G,,,,7895.00,7895.00,VAT,0.00%,Inclusive,7700.00,0.00,,,,,,
GOLDEN PENNY MAGRINE 250G X 24,FMCG,,,Carton,,,,7950.00,7950.00,VAT,0.00%,Inclusive,0.00,0.00,,,,,,
GOLDEN PENNY MAGRINE 450GX24,FMCG,,,Carton,,,,13150.00,13150.00,VAT,0.00%,Inclusive,0.00,0.00,,,,,,
GOLDEN PENNY MARGARINE 10KG,FMCG,,,Carton,,,,11400.00,11400.00,VAT,0.00%,Inclusive,0.00,0.00,,,,,,
GOLDEN PENNY NOODLES 100G,FMCG,,,Carton,,,,3902.00,3902.00,VAT,0.00%,Inclusive,4000.00,0.00,,,,,,
GOLDEN PENNY NOODLES 70G X 20,FMCG,,,Carton,,,,1491.00,1491.00,VAT,0.00%,Inclusive,1550.00,0.00,,,,,,
GOLDEN PENNY NOODLES 70G X 40,FMCG,,,Carton,,,,2930.00,2930.00,VAT,0.00%,Inclusive,2980.00,325.00,,,,,,
GOLDEN PENNY NOODLES PEPPER SOUP 70G X 40,FMCG,,,Carton,,,,2990.00,2990.00,VAT,0.00%,Inclusive,3000.00,0.00,,,,,,
GOLDEN PENNY PURE SOYA OIL 4LT,FMCG,,,Carton,,,,28750.00,28750.00,VAT,0.00%,Inclusive,29000.00,21.00,,,,,,
GOLDEN PENNY RICE,FMCG,,,Carton,,,,0.00,0.00,VAT,0.00%,Inclusive,0.00,0.00,,,,,,
GOLDEN PENNY SOYA OIL 5LTR,FMCG,,,Carton,,,,25400.00,25400.00,VAT,0.00%,Inclusive,26000.00,18.00,,,,,,
GOLDEN PENNY SOYA OIL 750ML,FMCG,,,Carton,,,,11485.00,11485.00,VAT,0.00%,Inclusive,13000.00,13.00,,,,,,
GOLDEN PENNY SOYA OIL 75ML,FMCG,,,Carton,,,,0.00,0.00,VAT,0.00%,Inclusive,0.00,0.00,,,,,,
GOLDEN PENNY SPREAD 15G,FMCG,,,Carton,,,,0.00,0.00,VAT,0.00%,Inclusive,0.00,0.00,,,,,,
GOLDEN PENNY SPREAD 250G X 12,FMCG,,,Carton,,,,3525.00,3525.00,VAT,0.00%,Inclusive,3650.00,0.00,,,,,,
GOLDEN PENNY SPREAD 250G X 24,FMCG,,,Carton,,,,7050.00,7050.00,VAT,0.00%,Inclusive,7300.00,0.00,,,,,,
GOLDEN PENNY SPREAD 250G X 6,FMCG,,,Carton,,,,1800.00,1800.00,VAT,0.00%,Inclusive,1900.00,0.00,,,,,,
GOLDEN PENNY SPREAD 450G X 12,FMCG,,,Carton,,,,5800.00,5800.00,VAT,0.00%,Inclusive,5900.00,10.00,,,,,,
GOLDEN PENNY SPREAD 450G X 24,FMCG,,,Carton,,,,11550.00,11550.00,VAT,0.00%,Inclusive,11800.00,0.00,,,,,,
GOLDEN PENNY SPREAD 900G X 6,FMCG,,,Carton,,,,5615.00,5615.00,VAT,0.00%,Inclusive,5750.00,10.00,,,,,,
GOLDEN PENNY SUGAR 1KG,FMCG,,,Carton,,,,5830.00,5830.00,VAT,0.00%,Inclusive,5900.00,0.00,,,,,,
GOLDEN PENNY SUGAR 500G X 20,FMCG,,,Carton,,,,5830.00,5830.00,VAT,0.00%,Inclusive,5900.00,0.00,,,,,,
GOLDEN PENNY SUGAR 50KG,FMCG,,,Carton,,,,28250.00,28250.00,VAT,0.00%,Inclusive,28500.00,230.00,,,,,,
GOLDEN PENNY SUGAR 50KG,FMCG,,,KG,,,,28250.00,28250.00,VAT,0.00%,Inclusive,28500.00,0.00,,,,,,
GOLDEN PENNY VEG OIL 10 LTR,FMCG,,,Carton,,,,13640.00,13640.00,VAT,0.00%,Inclusive,13800.00,0.00,,,,,,
GOLDEN PENNY VEG OIL 1LTR,FMCG,,,Carton,,,,14910.00,14910.00,VAT,0.00%,Inclusive,15100.00,3.00,,,,,,
GOLDEN PENNY VEG OIL 2.75LTR,FMCG,,,Carton,,,,20050.00,20050.00,VAT,0.00%,Inclusive,20300.00,0.00,,,,,,
GOLDEN PENNY VEG OIL 25L,FMCG,,,Carton,,,,33100.00,33100.00,VAT,0.00%,Inclusive,0.00,0.00,,,,,,
GOLDEN PENNY VEG OIL 4LTR,FMCG,,,Carton,,,,28750.00,28750.00,VAT,0.00%,Inclusive,29000.00,0.00,,,,,,
GOLDEN PENNY VEG OIL 5L,FMCG,,,Carton,,,,26400.00,26400.00,VAT,0.00%,Inclusive,26600.00,2.00,,,,,,
GOLDEN PENNY VEG OIL 750ML,FMCG,,,Carton,,,,11380.00,11380.00,VAT,0.00%,Inclusive,11600.00,0.00,,,,,,
GOLDEN PURE SOYA OIL 10LTR,FMCG,,,Carton,,,,13740.00,13740.00,VAT,0.00%,Inclusive,0.00,0.00,,,,,,
GOLDEN PURE SOYA OIL 1LTR,FMCG,,,Carton,,,,15150.00,15150.00,VAT,0.00%,Inclusive,15350.00,0.00,,,,,,
GOLDEN PURE SOYA OIL 2.7LTR,FMCG,,,Carton,,,,20350.00,20350.00,VAT,0.00%,Inclusive,20600.00,13.00,,,,,,
GOLDEN PURE SOYA OIL 25LTR,FMCG,,,Carton,,,,33850.00,33850.00,VAT,0.00%,Inclusive,0.00,0.00,,,,,,
GOLDEN SEMOVITA 10KG,FMCG,,,Bag,,,,6215.00,6215.00,VAT,0.00%,Inclusive,6450.00,34.00,,,,,,
GOLDEN SEMOVITA 1KG,FMCG,,,Bag,,,,6690.00,6690.00,VAT,0.00%,Inclusive,6650.00,158.00,,,,,,
GOLDEN SEMOVITA 2KG,FMCG,,,Bag,,,,6540.00,6540.00,VAT,0.00%,Inclusive,6500.00,2.00,,,,,,
GOLDEN SEMOVITA 500G,FMCG,,,Bag,,,,6690.00,6690.00,VAT,0.00%,Inclusive,6650.00,17.00,,,,,,
GOLDEN SEMOVITA 5KG,FMCG,,,Bag,,,,3173.00,3173.00,VAT,0.00%,Inclusive,3150.00,0.00,,,,,,
GOLDEN SPAG STANDARD,FMCG,,,Carton,,,,8075.00,8075.00,VAT,0.00%,Inclusive,7950.00,1187.00,,,,,,
GOLDEN SPAG STANDARD 20 X 400G,FMCG,,,Carton,,,,6520.00,6520.00,VAT,0.00%,Inclusive,6400.00,947.00,,,,,,
GOLDEN SPAG TINY,FMCG,,,Carton,,,,8075.00,8075.00,VAT,0.00%,Inclusive,7950.00,104.00,,,,,,
GOLDEN SPAG TINY 20 X 400G,FMCG,,,Carton,,,,6520.00,6520.00,VAT,0.00%,Inclusive,6400.00,0.00,,,,,,
GOLDEN SUGAR BY 20 BY 200G,FMCG,,,Carton,,,,5830.00,5830.00,VAT,0.00%,Inclusive,5900.00,0.00,,,,,,
GOLDEN SUGAR BY 40 X 250G,FMCG,,,Carton,,,,5830.00,5830.00,VAT,0.00%,Inclusive,5900.00,34.00,,,,,,
GOLDEN SUGAR CUBE BY 32 X 500G,FMCG,,,Carton,,,,19750.00,19750.00,VAT,0.00%,Inclusive,19950.00,0.00,,,,,,
GOLDEN TERRA SOYA OIL 300ML X 12,FMCG,,,Carton,,,,5000.00,5000.00,VAT,0.00%,Inclusive,5500.00,150.00,,,,,,
GOLDEN TERRA SOYA OIL 360ML,FMCG,,,Carton,,,,5000.00,5000.00,VAT,0.00%,Inclusive,5500.00,131.00,,,,,,
GOLDEN TWIST 200G,FMCG,,,Carton,,,,3713.00,3713.00,VAT,0.00%,Inclusive,3700.00,9.00,,,,,,
GOLDEN TWIST 500G,FMCG,,,Satchet,,,,7925.00,7925.00,VAT,0.00%,Inclusive,7800.00,146.00,,,,,,
GOLDEN WHEAT 10KG,FMCG,,,Carton,,,,5250.00,5250.00,VAT,0.00%,Inclusive,5300.00,0.00,,,,,,
GOLDEN WHEAT 1KG,FMCG,,,Carton,,,,5455.00,5455.00,VAT,0.00%,Inclusive,5500.00,88.00,,,,,,
GOLDEN WHEAT 2KG,FMCG,,,Carton,,,,5410.00,5410.00,VAT,0.00%,Inclusive,5400.00,0.00,,,,,,
GOLDEN WHEAT 500G,FMCG,,,Carton,,,,5505.00,5505.00,VAT,0.00%,Inclusive,5550.00,0.00,,,,,,
GOLDEN WHEAT 5KG,FMCG,,,Carton,,,,2668.00,2668.00,VAT,0.00%,Inclusive,2700.00,0.00,,,,,,
HONEYWELL CAVATTO TWIST 500G,FMCG,,,Carton,,,,6572.00,6572.00,VAT,0.00%,Inclusive,6450.00,0.00,,,,,,
HONEYWELL MINI SPAGHETTI 200G,FMCG,,,Carton,,,,0.00,0.00,VAT,0.00%,Inclusive,0.00,0.00,,,,,,
HONEYWELL NOODLES CHICKEN 100G,FMCG,,,Carton,,,,0.00,0.00,VAT,0.00%,Inclusive,0.00,0.00,,,,,,
HONEYWELL NOODLES CHICKEN 70G,FMCG,,,Carton,,,,2750.00,2750.00,VAT,0.00%,Inclusive,2800.00,3.00,,,,,,
HONEYWELL SEMOLINA 0.9KG,FMCG,,,Bag,,,,5962.00,5962.00,VAT,0.00%,Inclusive,5800.00,434.00,,,,,,
HONEYWELL SEMOLINA 1.8KG,FMCG,,,Bag,,,,5844.00,5844.00,VAT,0.00%,Inclusive,5700.00,157.00,,,,,,
HONEYWELL SEMOLINA 4.75KG,FMCG,,,Bag,,,,2956.00,2956.00,VAT,0.00%,Inclusive,2900.00,410.00,,,,,,
HONEYWELL SEMOLINA 9.5KG,FMCG,,,Bag,,,,5820.00,5820.00,VAT,0.00%,Inclusive,5700.00,164.00,,,,,,
HONEYWELL SPAG SLIM 500G,FMCG,,,Carton,,,,6208.00,6208.00,VAT,0.00%,Inclusive,6250.00,0.00,,,,,,
HONEYWELL SPAG STD 500G,FMCG,,,Carton,,,,6208.00,6208.00,VAT,0.00%,Inclusive,6250.00,0.00,,,,,,
HONEYWELL WHEAT MEAL 0.9KG,FMCG,,,Bag,,,,5020.00,5020.00,VAT,0.00%,Inclusive,5000.00,427.00,,,,,,
HONEYWELL WHEAT MEAL 1.8KG,FMCG,,,Bag,,,,4920.00,4920.00,VAT,0.00%,Inclusive,4900.00,12.00,,,,,,
HONEYWELL WHEAT MEAL 4.75KG,FMCG,,,Bag,,,,2550.00,2550.00,VAT,0.00%,Inclusive,2600.00,10.00,,,,,,
HONEYWELL WHEAT MEAL 9.5KG,FMCG,,,Bag,,,,5060.00,5060.00,VAT,0.00%,Inclusive,5000.00,0.00,,,,,,
HONEYWELL WHEATMEAL 10KG,FMCG,,,KG,,,,5270.00,5270.00,VAT,0.00%,Inclusive,5100.00,0.00,,,,,,
INDOM CHIKIN FLAV 70G 003,FMCG,,,Carton,,,,0.00,0.00,VAT,0.00%,Inclusive,0.00,0.00,,,,,,
INDOM ORENTA 100G,FMCG,,,Carton,,,,0.00,0.00,VAT,0.00%,Inclusive,0.00,0.00,,,,,,
INDOMIE CHICKEN PEPPER SOUP 100G,FMCG,,,Carton,,,,0.00,0.00,VAT,0.00%,Inclusive,0.00,0.00,,,,,,
INDOMIE CHICKEN RG 100G,FMCG,,,Carton,,,,0.00,0.00,VAT,0.00%,Inclusive,0.00,0.00,,,,,,
INDOMIE CHIKIN ONION 70G,FMCG,,,Carton,,,,0.00,0.00,VAT,0.00%,Inclusive,0.00,0.00,,,,,,
INDOMIE HUNDRY MAN,FMCG,,,Carton,,,,0.00,0.00,VAT,0.00%,Inclusive,0.00,0.00,,,,,,
INDOMIE SUPER PACK,FMCG,,,Carton,,,,0.00,0.00,VAT,0.00%,Inclusive,0.00,0.00,,,,,,
KING 25 LITRE OIL,FMCG,,,Carton,,,,29700.00,29700.00,VAT,0.00%,Inclusive,30000.00,436.00,,,,,,
KINGS 1 LITRE OIL BOTTLE,FMCG,,,Carton,,,,17000.00,17000.00,VAT,0.00%,Inclusive,17600.00,36.00,,,,,,
KINGS 10 LITRE OIL,FMCG,,,Carton,,,,13000.00,13000.00,VAT,0.00%,Inclusive,14000.00,27.00,,,,,,
KINGS 2 LITRE PET,FMCG,,,Carton,,,,17000.00,17000.00,VAT,0.00%,Inclusive,17600.00,76.00,,,,,,
KINGS 3 LITRE OIL,FMCG,,,Carton,,,,23600.00,23600.00,VAT,0.00%,Inclusive,24000.00,32.00,,,,,,
KINGS 5 LITRE OIL,FMCG,,,Carton,,,,25600.00,25600.00,VAT,0.00%,Inclusive,26000.00,222.00,,,,,,
KINGS COOKING MARGARINE 10KG,FMCG,,,Pack,,,,0.00,0.00,VAT,0.00%,Inclusive,0.00,0.00,,,,,,
KINGS COOKING MARGARINE 250G,FMCG,,,Carton,,,,18000.00,18000.00,VAT,0.00%,Inclusive,20100.00,43.00,,,,,,
KINGS INDUSTRIAL MARGARINE 15KG,FMCG,,,Carton,,,,16300.00,16300.00,VAT,0.00%,Inclusive,17000.00,0.00,,,,,,
KINGS MAGARINE 250G X 60,FMCG,,,Carton,,,,0.00,0.00,VAT,0.00%,Inclusive,20000.00,0.00,,,,,,
KINGS MAGGI BEEF,FMCG,,,Carton,,,,7900.00,7900.00,VAT,0.00%,Inclusive,8300.00,0.00,,,,,,
KINGS MAGGI CHICKEN,FMCG,,,Carton,,,,7900.00,7900.00,VAT,0.00%,Inclusive,8300.00,0.00,,,,,,
KINGS MAGGI TOMATO,FMCG,,,Carton,,,,0.00,0.00,VAT,0.00%,Inclusive,0.00,0.00,,,,,,
KINGS MARGARINE 5KG,FMCG,,,Carton,,,,0.00,0.00,VAT,0.00%,Inclusive,0.00,0.00,,,,,,
KINGS PPL 1000M OIL,FMCG,,,Carton,,,,15450.00,15450.00,VAT,0.00%,Inclusive,15800.00,71.00,,,,,,
KINGS PPL 100M OIL,FMCG,,,Carton,,,,0.00,0.00,VAT,0.00%,Inclusive,0.00,0.00,,,,,,
KINGS PPL 2OOM OIL,FMCG,,,Carton,,,,0.00,0.00,VAT,0.00%,Inclusive,0.00,0.00,,,,,,
KINGS PPL 30ML,FMCG,,,Carton,,,,0.00,0.00,VAT,0.00%,Inclusive,0.00,0.00,,,,,,
KINGS PPL 35ML OIL,FMCG,,,Carton,,,,0.00,0.00,VAT,0.00%,Inclusive,0.00,0.00,,,,,,
KINGS PPL 40ML OIL,FMCG,,,Carton,,,,0.00,0.00,VAT,0.00%,Inclusive,0.00,0.00,,,,,,
KINGS PPL 500ML OIL,FMCG,,,Carton,,,,12800.00,12800.00,VAT,0.00%,Inclusive,13000.00,0.00,,,,,,
KINGS PPL 50ML,FMCG,,,Carton,,,,0.00,0.00,VAT,0.00%,Inclusive,0.00,0.00,,,,,,
KINGS PPL 60ML,FMCG,,,Carton,,,,0.00,0.00,VAT,0.00%,Inclusive,0.00,0.00,,,,,,
KINGS PPL 70ML,FMCG,,,Carton,,,,5490.00,5490.00,VAT,0.00%,Inclusive,5700.00,119.00,,,,,,
KINGS PPL 750M OIL,FMCG,,,Carton,,,,0.00,0.00,VAT,0.00%,Inclusive,0.00,0.00,,,,,,
KINGS PPL 80ML,FMCG,,,Carton,,,,0.00,0.00,VAT,0.00%,Inclusive,0.00,0.00,,,,,,
KINGS PPL 90ML OIL,FMCG,,,Carton,,,,5300.00,5300.00,VAT,0.00%,Inclusive,5500.00,2.00,,,,,,
KLEANSOL TOILET CLEANER 500ML X 12,FMCG,,,Carton,,,,0.00,0.00,VAT,0.00%,Inclusive,0.00,0.00,,,,,,
KLEANSOL TOILET CLEANER 750ML X 12,FMCG,,,Carton,,,,0.00,0.00,VAT,0.00%,Inclusive,0.00,0.00,,,,,,
MACARONI ELBOW,FMCG,,,0,,,,6400.00,6400.00,VAT,0.00%,Inclusive,6500.00,5.00,,,,,,
MAMA GOLD SEMOLINA 10KG,FMCG,,,Bag,,,,5705.00,5705.00,VAT,0.00%,Inclusive,5750.00,392.00,,,,,,
MAMA GOLD SEMOLINA 1KG,FMCG,,,Bag,,,,6300.00,6300.00,VAT,0.00%,Inclusive,6200.00,216.00,,,,,,
MAMA GOLD SEMOLINA 2KG,FMCG,,,Bag,,,,6140.00,6140.00,VAT,0.00%,Inclusive,6050.00,143.00,,,,,,
MAMA GOLD SEMOLINA 5KG,FMCG,,,Bag,,,,3005.00,3005.00,VAT,0.00%,Inclusive,2950.00,1097.00,,,,,,
MAMA GOLD WHEAT 10KG,FMCG,,,Bag,,,,0.00,0.00,VAT,0.00%,Inclusive,0.00,0.00,,,,,,
MAMA GOLD WHEAT 1KG,FMCG,,,Bag,,,,0.00,0.00,VAT,0.00%,Inclusive,0.00,0.00,,,,,,
MAMA GOLD WHEAT 2KG,FMCG,,,Bag,,,,0.00,0.00,VAT,0.00%,Inclusive,0.00,0.00,,,,,,
MAMA GOLD WHEAT 5KG,FMCG,,,Bag,,,,0.00,0.00,VAT,0.00%,Inclusive,0.00,0.00,,,,,,
MAMADOR 1.5 OIL,FMCG,,,Carton,,,,13200.00,13200.00,VAT,0.00%,Inclusive,12200.00,15.00,,,,,,
MAMADOR 1000ML OIL,FMCG,,,Carton,,,,14250.00,14250.00,VAT,0.00%,Inclusive,14700.00,294.00,,,,,,
MAMADOR 100ML,FMCG,,,Carton,,,,0.00,0.00,VAT,0.00%,Inclusive,0.00,0.00,,,,,,
MAMADOR 2.5ML OIL,FMCG,,,Carton,,,,14200.00,14200.00,VAT,0.00%,Inclusive,14600.00,5.00,,,,,,
MAMADOR 2.8ML OIL,FMCG,,,Carton,,,,0.00,0.00,VAT,0.00%,Inclusive,0.00,0.00,,,,,,
MAMADOR 250G OIL,FMCG,,,Carton,,,,0.00,0.00,VAT,0.00%,Inclusive,0.00,0.00,,,,,,
MAMADOR 3.5ML OIL,FMCG,,,Carton,,,,19600.00,19600.00,VAT,0.00%,Inclusive,20100.00,24.00,,,,,,
MAMADOR 3.8ML OIL,FMCG,,,Carton,,,,0.00,0.00,VAT,0.00%,Inclusive,0.00,0.00,,,,,,
MAMADOR 900ML OIL,FMCG,,,Carton,,,,13900.00,13900.00,VAT,0.00%,Inclusive,14500.00,0.00,,,,,,
MAMADOR CLASSIC SPREAD 250G,FMCG,,,Carton,,,,7000.00,7000.00,VAT,0.00%,Inclusive,7300.00,0.00,,,,,,
MAMADOR CLASSIC SPREAD 450G,FMCG,,,Carton,,,,12500.00,12500.00,VAT,0.00%,Inclusive,13000.00,0.00,,,,,,
MAMADOR LTF 250G,FMCG,,,Carton,,,,7000.00,7000.00,VAT,0.00%,Inclusive,7500.00,18.00,,,,,,
MAMADOR LTF 450G,FMCG,,,Carton,,,,12500.00,12500.00,VAT,0.00%,Inclusive,13000.00,0.00,,,,,,
MAMADOR MAGGI BEEF,FMCG,,,Carton,,,,6350.00,6350.00,VAT,0.00%,Inclusive,8300.00,7.00,,,,,,
MAMADOR MAGGI CHICKEN,FMCG,,,Carton,,,,6350.00,6350.00,VAT,0.00%,Inclusive,8300.00,2.00,,,,,,
MAMADOR MAGGI CLASSIC,FMCG,,,Carton,,,,6350.00,6350.00,VAT,0.00%,Inclusive,6500.00,27.00,,,,,,
MAMADOR OIL 500ML,FMCG,,,Carton,,,,17000.00,17000.00,VAT,0.00%,Inclusive,17500.00,0.00,,,,,,
MAMADOR ROLL 40ML,FMCG,,,Carton,,,,4500.00,4500.00,VAT,0.00%,Inclusive,0.00,0.00,,,,,,
MIMEE 70G,FMCG,,,Carton,,,,3030.00,3030.00,VAT,0.00%,Inclusive,2800.00,770.00,,,,,,
MINIMIN REG CHICKEN 70G,FMCG,,,Carton,,,,0.00,0.00,VAT,0.00%,Inclusive,0.00,0.00,,,,,,
MR CHEF BY 20 (MC1),FMCG,,,Bag,,,,3500.00,3500.00,VAT,0.00%,Inclusive,3600.00,104.00,,,,,,
