ITEM NAME,CATEGORY NAME,SKU,HSN,UNIT NAME,ALERT QTY,BRAND NAME,LOT NUMBER,PRICE BEFORE TAX,PRICE AFTER TAX,TAX NAME,TAX VALUE,TAX TYPE,SALES PRICE,OPENING STOCK,CUSTOM BARCODE,SELLER POINTS,ITEM DESCIPTION,DISCOUNT TYPE,DISCOUNT,MRP
3.64 Silk BR White ,Interior,AP1116,,PIECES,5,asianpaints,,2166,2166,Tax,0,Inclusive,2565,0,11116,0,,Percentage,,2565
0.91 Silk BR White ,Interior,AP1117,,PIECES,5,asianpaints,,608,608,Tax,0,Inclusive,720,0,11117,0,,Percentage,,720
18 SMART CLEAN PE  All Shades,Interior,AP1118,,PIECES,5,asianpaints,,6906,6906,Tax,0,Inclusive,8799,0,11118,0,,Percentage,,8799
3.64 SMART CLEAN PE  All Shades,Interior,AP1119,,PIECES,5,asianpaints,,1500,1500,Tax,0,Inclusive,1853,0,11119,0,,Percentage,,1853
0.91 SMART CLEAN PE  All Shades,Interior,AP1120,,PIECES,5,asianpaints,,413,413,Tax,0,Inclusive,508,0,11120,0,,Percentage,,508
18 Apcolite Premium Emulsion ,Interior,AP1121,,PIECES,5,asianpaints,,5490,5490,Tax,0,Inclusive,7038,0,11121,0,,Percentage,,7038
3.64 Apcolite Premium Emulsion ,Interior,AP1122,,PIECES,5,asianpaints,,1209,1209,Tax,0,Inclusive,1481,0,11122,0,,Percentage,,1481
0.91 Apcolite Premium Emulsion ,Interior,AP1123,,PIECES,5,asianpaints,,332,332,Tax,0,Inclusive,405,0,11123,0,,Percentage,,405
18 Tractor Emulson – All Shades,Interior,AP1124,,PIECES,5,asianpaints,,4345,4345,Tax,0,Inclusive,5348,0,11124,0,,Percentage,,5348
3.64 Tractor Emulson – All Shades,Interior,AP1125,,PIECES,5,asianpaints,,944,944,Tax,0,Inclusive,1140,0,11125,0,,Percentage,,1140
0.91 Tractor Emulson – All Shades,Interior,AP1126,,PIECES,5,asianpaints,,258,258,Tax,0,Inclusive,311,0,11126,0,,Percentage,,311
"18 Tractor Emulson (White,green,blue,yellow,red)",Interior,AP1127,,PIECES,5,asianpaints,,4860,4860,Tax,0,Inclusive,5958,0,11127,0,,Percentage,,5958
"3.64 Tractor Emulson (White,green,blue,yellow,red)",Interior,AP1128,,PIECES,5,asianpaints,,1062,1062,Tax,0,Inclusive,1280,0,11128,0,,Percentage,,1280
"0.91 Tractor Emulson (White,green,blue,yellow,red)",Interior,AP1129,,PIECES,5,asianpaints,,294,294,Tax,0,Inclusive,354,0,11129,0,,Percentage,,354
18 Utshob Super Saver Emulsion ,Interior,AP1130,,PIECES,5,asianpaints,,2810,2810,Tax,0,Inclusive,3885,0,11130,0,,Percentage,,3885
3.64 Utshob Super Saver Emulsion ,Interior,AP1131,,PIECES,5,asianpaints,,621,621,Tax,0,Inclusive,817,0,11131,0,,Percentage,,817
0.91 Utshob Super Saver Emulsion ,Interior,AP1132,,PIECES,5,asianpaints,,178,178,Tax,0,Inclusive,233,0,11132,0,,Percentage,,233
18 Acrylic Distemper,Interior,AP1133,,PIECES,5,asianpaints,,2099,2099,Tax,0,Inclusive,2993,0,11133,0,,Percentage,,2993
3.6 Acrylic Distemper,Interior,AP1134,,PIECES,5,asianpaints,,471,471,Tax,0,Inclusive,628,0,11134,0,,Percentage,,628
0.9 Acrylic Distemper,Interior,AP1135,,PIECES,5,asianpaints,,138,138,Tax,0,Inclusive,182,0,11135,0,,Percentage,,182
0.91 Ultima Metallics Gold,Exterior,AP1136,,PIECES,5,asianpaints,,1763,1763,Tax,0,Inclusive,2349,0,11136,0,,Percentage,,2349
3.64 Ultima Metallics Gold,Exterior,AP1137,,PIECES,5,asianpaints,,6153,6153,Tax,0,Inclusive,8199,0,11137,0,,Percentage,,8199
0.91 Ultima Metallics Silver,Exterior,AP1138,,PIECES,5,asianpaints,,1468,1468,Tax,0,Inclusive,1956,0,11138,0,,Percentage,,1956
3.64 Ultima Metallics Silver,Exterior,AP1139,,PIECES,5,asianpaints,,5126,5126,Tax,0,Inclusive,6830,0,11139,0,,Percentage,,6830
0.91 Ultima Protek Shyne Br. White,Exterior,AP1140,,PIECES,5,asianpaints,,741,741,Tax,0,Inclusive,877,0,11140,0,,Percentage,,877
3.64 Ultima Protek Shyne Br. White,Exterior,AP1141,,PIECES,5,asianpaints,,2635,2635,Tax,0,Inclusive,3121,0,11141,0,,Percentage,,3121
18 Ultima Protek Shyne Br. White,Exterior,AP1142,,PIECES,5,asianpaints,,12636,12636,Tax,0,Inclusive,14966,0,11142,0,,Percentage,,14966
18 Apex Ultima ,Exterior,AP1143,,PIECES,5,asianpaints,,10759,10759,Tax,0,Inclusive,13379,0,11143,0,,Percentage,,13379
3.64 Apex Ultima ,Exterior,AP1144,,PIECES,5,asianpaints,,2315,2315,Tax,0,Inclusive,2808,0,11144,0,,Percentage,,2808
0.91 Apex Ultima ,Exterior,AP1145,,PIECES,5,asianpaints,,640,640,Tax,0,Inclusive,774,0,11145,0,,Percentage,,774
0.91 Apex Glaze,Exterior,AP1146,,PIECES,5,asianpaints,,509,509,Tax,0,Inclusive,602,0,11146,0,,Percentage,,602
3.64 Apex Glaze,Exterior,AP1147,,PIECES,5,asianpaints,,1820,1820,Tax,0,Inclusive,2156,0,11147,0,,Percentage,,2156
18 Apex Glaze,Exterior,AP1148,,PIECES,5,asianpaints,,8549,8549,Tax,0,Inclusive,10370,0,11148,0,,Percentage,,10370
18 Apex Weather Proof ,Exterior,AP1149,,PIECES,5,asianpaints,,7238,7238,Tax,0,Inclusive,8978,0,11149,0,,Percentage,,8978
3.64 Apex Weather Proof ,Exterior,AP1150,,PIECES,5,asianpaints,,1576,1576,Tax,0,Inclusive,1907,0,11150,0,,Percentage,,1907
0.91 Apex Weather Proof ,Exterior,AP1151,,PIECES,5,asianpaints,,419,419,Tax,0,Inclusive,506,0,11151,0,,Percentage,,506
0.91 Apex Weather Proof Exterior Emulsion Silicon Finish,Exterior,AP1152,,PIECES,5,asianpaints,,423,423,Tax,0,Inclusive,511,0,11152,0,,Percentage,,511
18 Apex Weather Proof Exterior Emulsion Silicon Finish,Exterior,AP1153,,PIECES,5,asianpaints,,7378,7378,Tax,0,Inclusive,9059,0,11153,0,,Percentage,,9059
3.64 Apex Weather Proof Exterior Emulsion Silicon Finish,Exterior,AP1154,,PIECES,5,asianpaints,,1591,1591,Tax,0,Inclusive,1924,0,11154,0,,Percentage,,1924
18 ACE Exterior Emulsion  All Shades,Exterior,AP1155,,PIECES,5,asianpaints,,5283,5283,Tax,0,Inclusive,6459,0,11155,0,,Percentage,,6459
3.64 ACE Exterior Emulsion  All Shades,Exterior,AP1156,,PIECES,5,asianpaints,,1167,1167,Tax,0,Inclusive,1405,0,11156,0,,Percentage,,1405
0.91 ACE Exterior Emulsion  All Shades,Exterior,AP1157,,PIECES,5,asianpaints,,315,315,Tax,0,Inclusive,378,0,11157,0,,Percentage,,378
40 Decora Cement Paint All Shades,Exterior,AP1158,,PIECES,5,asianpaints,,2923,2923,Tax,0,Inclusive,4225,0,11158,0,,Percentage,,4225
20 Decora Cement Paint All Shades,Exterior,AP1159,,PIECES,5,asianpaints,,1579,1579,Tax,0,Inclusive,2269,0,11159,0,,Percentage,,2269
5 Decora Cement Paint All Shades,Exterior,AP1160,,PIECES,5,asianpaints,,466,466,Tax,0,Inclusive,663,0,11160,0,,Percentage,,663
18 Apcolite  Premium Gloss/Matt Enamel  ,Enamels ,AP1161,,PIECES,5,asianpaints,,7723,7723,Tax,0,Inclusive,9302,0,11161,0,,Percentage,,9302
3.64 Apcolite  Premium Gloss/Matt Enamel  ,Enamels ,AP1162,,PIECES,5,asianpaints,,1597,1597,Tax,0,Inclusive,1923,0,11162,0,,Percentage,,1923
0.91 Apcolite  Premium Gloss/Matt Enamel  ,Enamels ,AP1163,,PIECES,5,asianpaints,,427,427,Tax,0,Inclusive,514,0,11163,0,,Percentage,,514
0.455 Apcolite  Premium Gloss/Matt Enamel  ,Enamels ,AP1164,,PIECES,5,asianpaints,,228,228,Tax,0,Inclusive,274,0,11164,0,,Percentage,,274
18 Decora Synthetic Enamel,Enamels ,AP1165,,PIECES,5,asianpaints,,5872,5872,Tax,0,Inclusive,8072,0,11165,0,,Percentage,,8072
3.64 Decora Synthetic Enamel,Enamels ,AP1166,,PIECES,5,asianpaints,,1220,1220,Tax,0,Inclusive,1675,0,11166,0,,Percentage,,1675
0.91 Decora Synthetic Enamel,Enamels ,AP1167,,PIECES,5,asianpaints,,326,326,Tax,0,Inclusive,447,0,11167,0,,Percentage,,447
0.455 Decora Synthetic Enamel,Enamels ,AP1168,,PIECES,5,asianpaints,,170,170,Tax,0,Inclusive,232,0,11168,0,,Percentage,,232
0.2 Decora Synthetic Enamel,Enamels ,AP1169,,PIECES,5,asianpaints,,79,79,Tax,0,Inclusive,109,0,11169,0,,Percentage,,109
0.100 Decora Synthetic Enamel,Enamels ,AP1170,,PIECES,5,asianpaints,,60,60,Tax,0,Inclusive,82,0,11170,0,,Percentage,,82
0.5 Decora Synthetic Enamel,Enamels ,AP1171,,PIECES,5,asianpaints,,30,30,Tax,0,Inclusive,47,0,11171,0,,Percentage,,47
18 Metacare Auto Surfacer ,Enamels ,AP1172,,PIECES,5,asianpaints,,6587,6587,Tax,0,Inclusive,7802,0,11172,0,,Percentage,,7802
3.64 Metacare Auto Surfacer ,Enamels ,AP1173,,PIECES,5,asianpaints,,1381,1381,Tax,0,Inclusive,1635,0,11173,0,,Percentage,,1635
0.91 Metacare Auto Surfacer ,Enamels ,AP1174,,PIECES,5,asianpaints,,381,381,Tax,0,Inclusive,451,0,11174,0,,Percentage,,451
0.455 Metacare Auto Surfacer ,Enamels ,AP1175,,PIECES,5,asianpaints,,196,196,Tax,0,Inclusive,232,0,11175,0,,Percentage,,232
0.91 Apcolite Aluminium Paint,Enamels ,AP1176,,PIECES,5,asianpaints,,459,459,Tax,0,Inclusive,543,0,11176,0,,Percentage,,543
3.64 Apcolite Aluminium Paint,Enamels ,AP1177,,PIECES,5,asianpaints,,1691,1691,Tax,0,Inclusive,2003,0,11177,0,,Percentage,,2003
18 Apcolite Aluminium Paint,Enamels ,AP1178,,PIECES,5,asianpaints,,7874,7874,Tax,0,Inclusive,9326,0,11178,0,,Percentage,,9326
0.91 Touch Wood PU Finish ,Enamels ,AP1179,,PIECES,5,asianpaints,,407,407,Tax,0,Inclusive,482,0,11179,0,,Percentage,,482
0.455 Touch Wood PU Finish ,Enamels ,AP1180,,PIECES,5,asianpaints,,215,215,Tax,0,Inclusive,255,0,11180,0,,Percentage,,255
0.91 Apcolite Aluminium Paint,Enamels ,AP1181,,PIECES,5,asianpaints,,459,459,Tax,0,Inclusive,543,0,11181,0,,Percentage,,543
3.64 Apcolite Aluminium Paint,Enamels ,AP1182,,PIECES,5,asianpaints,,1691,1691,Tax,0,Inclusive,2003,0,11182,0,,Percentage,,2003
18 Apcolite Aluminium Paint,Enamels ,AP1183,,PIECES,5,asianpaints,,7874,7874,Tax,0,Inclusive,9326,0,11183,0,,Percentage,,9326
3.64 Apcolite Clear Varnish,Enamels ,AP1184,,PIECES,5,asianpaints,,1306,1306,Tax,0,Inclusive,1547,0,11184,0,,Percentage,,1547
0.91 Apcolite Clear Varnish,Enamels ,AP1185,,PIECES,5,asianpaints,,344,344,Tax,0,Inclusive,408,0,11185,0,,Percentage,,408
0.455 Apcolite Clear Varnish,Enamels ,AP1186,,PIECES,5,asianpaints,,182,182,Tax,0,Inclusive,216,0,11186,0,,Percentage,,216
18 Trucare Anti Corrosive Primer All Shades,Enamels ,AP1187,,PIECES,5,asianpaints,,5409,5409,Tax,0,Inclusive,6783,0,11187,0,,Percentage,,6783
0.91 Trucare Anti Corrosive Primer All Shades,Enamels ,AP1188,,PIECES,5,asianpaints,,323,323,Tax,0,Inclusive,405,0,11188,0,,Percentage,,405
3.64 Trucare Anti Corrosive Primer All Shades,Enamels ,AP1189,,PIECES,5,asianpaints,,1134,1134,Tax,0,Inclusive,1422,0,11189,0,,Percentage,,1422
0.455 Trucare Anti Corrosive Primer All Shades,Enamels ,AP1190,,PIECES,5,asianpaints,,161,161,Tax,0,Inclusive,202,0,11190,0,,Percentage,,202
15 SC DAMP Block  2K ALL SHADES,WPCC,AP1191,,PIECES,5,asianpaints,,3212,3212,Tax,0,Inclusive,4026,0,11191,0,,Percentage,,4026
3 SC DAMP Block  2K ALL SHADES,WPCC,AP1192,,PIECES,5,asianpaints,,772,772,Tax,0,Inclusive,967,0,11192,0,,Percentage,,967
20m x 1m x 1.5mm SC Membrane SBS MOD PR 201,WPCC,AP1193,,PIECES,5,asianpaints,,8151,8151,Tax,0,Inclusive,9651,0,11193,0,,Percentage,,9651
3MM Smart Care Membrane APP Modified BR (Torch on) 5461,WPCC,AP1194,,PIECES,5,asianpaints,,3561,3561,Tax,0,Inclusive,4217,0,11194,0,,Percentage,,4217
4 Smartcare Silicon Water Repellant,WPCC,AP1195,,PIECES,5,asianpaints,,1754,1754,Tax,0,Inclusive,2336,0,11195,0,,Percentage,,2336
18 Smartcare Silicon Water Repellant,WPCC,AP1196,,PIECES,5,asianpaints,,7491,7491,Tax,0,Inclusive,9978,0,11196,0,,Percentage,,9978
180 Smartcare Silicon Water Repellant,WPCC,AP1197,,PIECES,5,asianpaints,,74814,74814,Tax,0,Inclusive,99655,0,11197,0,,Percentage,,99655
4 SC DAMP PROOF,WPCC,AP1198,,PIECES,5,asianpaints,,2273,2273,Tax,0,Inclusive,2849,0,11198,0,,Percentage,,2849
20 SC DAMP PROOF,WPCC,AP1199,,PIECES,5,asianpaints,,10533,10533,Tax,0,Inclusive,13205,0,11199,0,,Percentage,,13205
18 Damp Proof Silicon Ceramic All Shades,WPCC,AP1200,,PIECES,5,asianpaints,,11253,11253,Tax,0,Inclusive,14112,0,11200,0,,Percentage,,14112
3.64 Damp Proof Silicon Ceramic All Shades,WPCC,AP1201,,PIECES,5,asianpaints,,2502,2502,Tax,0,Inclusive,3138,0,11201,0,,Percentage,,3138
0.91 Damp Proof Silicon Ceramic All Shades,WPCC,AP1202,,PIECES,5,asianpaints,,658,658,Tax,0,Inclusive,825,0,11202,0,,Percentage,,825
18 Damp Proof Silicon Ceramic Br. White,WPCC,AP1203,,PIECES,5,asianpaints,,9818,9818,Tax,0,Inclusive,12312,0,11203,0,,Percentage,,12312
9 Damp Proof Silicon Ceramic Br. White,WPCC,AP1204,,PIECES,5,asianpaints,,4908,4908,Tax,0,Inclusive,6155,0,11204,0,,Percentage,,6155
3.64 Damp Proof Silicon Ceramic Br. White,WPCC,AP1205,,PIECES,5,asianpaints,,2216,2216,Tax,0,Inclusive,2779,0,11205,0,,Percentage,,2779
0.91 Damp Proof Silicon Ceramic Br. White,WPCC,AP1206,,PIECES,5,asianpaints,,582,582,Tax,0,Inclusive,730,0,11206,0,,Percentage,,730
180 Apcolite Water Repellent Silicon Finish,WPCC,AP1207,,PIECES,5,asianpaints,,75192,75192,Tax,0,Inclusive,94296,0,11207,0,,Percentage,,94296
18 Apcolite Water Repellent Silicon Finish,WPCC,AP1208,,PIECES,5,asianpaints,,7669,7669,Tax,0,Inclusive,9617,0,11208,0,,Percentage,,9617
4 Apcolite Water Repellent Silicon Finish,WPCC,AP1209,,PIECES,5,asianpaints,,1704,1704,Tax,0,Inclusive,2137,0,11209,0,,Percentage,,2137
18 SALT SHIELD Anti efflorescence,WPCC,AP1210,,PIECES,5,asianpaints,,8351,8351,Tax,0,Inclusive,10918,0,11210,0,,Percentage,,10918
0.91 SALT SHIELD Anti efflorescence,WPCC,AP1211,,PIECES,5,asianpaints,,480,480,Tax,0,Inclusive,616,0,11211,0,,Percentage,,616
3.64 SALT SHIELD Anti efflorescence,WPCC,AP1212,,PIECES,5,asianpaints,,1778,1778,Tax,0,Inclusive,2282,0,11212,0,,Percentage,,2282
18 Ultima Protek Basecoat ,WPCC,AP1213,,PIECES,5,asianpaints,,7448,7448,Tax,0,Inclusive,9340,0,11213,0,,Percentage,,9340
3.64 Ultima Protek Basecoat ,WPCC,AP1214,,PIECES,5,asianpaints,,1590,1590,Tax,0,Inclusive,1995,0,11214,0,,Percentage,,1995
0.91 Ultima Protek Basecoat ,WPCC,AP1215,,PIECES,5,asianpaints,,411,411,Tax,0,Inclusive,516,0,11215,0,,Percentage,,516
3.64 SC Damp Sheath Exterior,WPCC,AP1216,,PIECES,5,asianpaints,,1072,1072,Tax,0,Inclusive,1344,0,11216,0,,Percentage,,1344
18 SC Damp Sheath Exterior,WPCC,AP1217,,PIECES,5,asianpaints,,4972,4972,Tax,0,Inclusive,6391,0,11217,0,,Percentage,,6391
18 SC Damp Sheath Interior ,WPCC,AP1218,,PIECES,5,asianpaints,,5799,5799,Tax,0,Inclusive,7272,0,11218,0,,Percentage,,7272
SC Damp Sheath Interior ,WPCC,AP1219,,PIECES,5,asianpaints,,1150,1150,Tax,0,Inclusive,1421,0,11219,0,,Percentage,,1421
1 Smartcare Repair Polymer,WPCC,AP1220,,PIECES,5,asianpaints,,380,380,Tax,0,Inclusive,476,0,11220,0,,Percentage,,476
5 Smartcare Repair Polymer,WPCC,AP1221,,PIECES,5,asianpaints,,1802,1802,Tax,0,Inclusive,2259,0,11221,0,,Percentage,,2259
200 VITALIA NEO,WPCC,AP1222,,PIECES,5,asianpaints,,42,42,Tax,0,Inclusive,53,0,11222,0,,Percentage,,53
1 VITALIA NEO,WPCC,AP1223,,PIECES,5,asianpaints,,190,190,Tax,0,Inclusive,238,0,11223,0,,Percentage,,238
5 VITALIA NEO,WPCC,AP1224,,PIECES,5,asianpaints,,872,872,Tax,0,Inclusive,1093,0,11224,0,,Percentage,,1093
10 VITALIA NEO,WPCC,AP1225,,PIECES,5,asianpaints,,1648,1648,Tax,0,Inclusive,2066,0,11225,0,,Percentage,,2066
18 VITALIA NEO,WPCC,AP1226,,PIECES,5,asianpaints,,2860,2860,Tax,0,Inclusive,3585,0,11226,0,,Percentage,,3585
0.9 SC CRACK SEAL ,WPCC,AP1227,,PIECES,5,asianpaints,,861,861,Tax,0,Inclusive,1080,0,11227,0,,Percentage,,1080
0.36 SC CRACK SEAL ,WPCC,AP1228,,PIECES,5,asianpaints,,389,389,Tax,0,Inclusive,487,0,11228,0,,Percentage,,487
4 Asian Roofing Compound,Primer,AP1229,,PIECES,5,asianpaints,,1786,1786,Tax,0,Inclusive,2116,0,11229,0,,Percentage,,2116
18 Trucare Wall Primer SealerWater Based,Primer,AP1230,,PIECES,5,asianpaints,,3560,3560,Tax,0,Inclusive,4919,0,11230,0,,Percentage,,4919
3.64 Trucare Wall Primer SealerWater Based,Primer,AP1231,,PIECES,5,asianpaints,,801,801,Tax,0,Inclusive,1021,0,11231,0,,Percentage,,1021
0.91 Trucare Wall Primer SealerWater Based,Primer,AP1232,,PIECES,5,asianpaints,,201,201,Tax,0,Inclusive,257,0,11232,0,,Percentage,,257
18 Trucare Wall Primer SealerST,Primer,AP1233,,PIECES,5,asianpaints,,7406,7406,Tax,0,Inclusive,9285,0,11233,0,,Percentage,,9285
3.64 Trucare Wall Primer SealerST,Primer,AP1234,,PIECES,5,asianpaints,,1552,1552,Tax,0,Inclusive,1946,0,11234,0,,Percentage,,1946
0.91 Trucare Wall Primer SealerST,Primer,AP1235,,PIECES,5,asianpaints,,415,415,Tax,0,Inclusive,521,0,11235,0,,Percentage,,521
25 Trucare Acrylic Wall Putty (Interior),Primer,AP1236,,PIECES,5,asianpaints,,1777,1777,Tax,0,Inclusive,2726,0,11236,0,,Percentage,,2726
5 Trucare Acrylic Wall Putty (Interior),Primer,AP1237,,PIECES,5,asianpaints,,436,436,Tax,0,Inclusive,594,0,11237,0,,Percentage,,594
9 Royale Basecoat White,Primer,AP1238,,PIECES,5,asianpaints,,3837,3837,Tax,0,Inclusive,4812,0,11238,0,,Percentage,,4812
3.64 Royale Basecoat White,Primer,AP1239,,PIECES,5,asianpaints,,1618,1618,Tax,0,Inclusive,2029,0,11239,0,,Percentage,,2029
0.91 Royale Basecoat White,Primer,AP1240,,PIECES,5,asianpaints,,419,419,Tax,0,Inclusive,526,0,11240,0,,Percentage,,526
18 Trucare Exterior Wall Primer Sealer,Primer,AP1241,,PIECES,5,asianpaints,,4300,4300,Tax,0,Inclusive,5672,0,11241,0,,Percentage,,5672
3.64 Trucare Exterior Wall Primer Sealer,Primer,AP1242,,PIECES,5,asianpaints,,985,985,Tax,0,Inclusive,1249,0,11242,0,,Percentage,,1249
0.91 Trucare Exterior Wall Primer Sealer,Primer,AP1243,,PIECES,5,asianpaints,,250,250,Tax,0,Inclusive,317,0,11243,0,,Percentage,,317
5 Trucare Acrylic Wall Putty Exterior & Interior,Primer,AP1244,,PIECES,5,asianpaints,,447,447,Tax,0,Inclusive,595,0,11244,0,,Percentage,,595
20 Trucare Acrylic Wall Putty Exterior & Interior,Primer,AP1245,,PIECES,5,asianpaints,,1541,1541,Tax,0,Inclusive,2053,0,11245,0,,Percentage,,2053
180 Thinner  T101,Primer,AP1246,,PIECES,5,asianpaints,,28700,28700,Tax,0,Inclusive,33981,0,11246,0,,Percentage,,33981
4 Thinner  T102,Primer,AP1247,,PIECES,5,asianpaints,,717,717,Tax,0,Inclusive,848,0,11247,0,,Percentage,,848
1  Thinner  T103,Primer,AP1248,,PIECES,5,asianpaints,,197,197,Tax,0,Inclusive,234,0,11248,0,,Percentage,,234
4 PU THINNER 213,Primer,AP1249,,PIECES,5,asianpaints,,1168,1168,Tax,0,Inclusive,1383,0,11249,0,,Percentage,,1383
18 Marine Enamel ,Marine ,AP1250,,PIECES,5,asianpaints,,6563,6563,Tax,0,Inclusive,8463,0,11250,0,,Percentage,,8463
3.64 Marine Enamel ,Marine ,AP1251,,PIECES,5,asianpaints,,1352,1352,Tax,0,Inclusive,1743,0,11251,0,,Percentage,,1743
0.91 Marine Enamel ,Marine ,AP1252,,PIECES,5,asianpaints,,354,354,Tax,0,Inclusive,456,0,11252,0,,Percentage,,456
18 Marine ACP red Oxide ,Marine ,AP1253,,PIECES,5,asianpaints,,6190,6190,Tax,0,Inclusive,7763,0,11253,0,,Percentage,,7763
3.64 Marine ACP red Oxide ,Marine ,AP1254,,PIECES,5,asianpaints,,1276,1276,Tax,0,Inclusive,1600,0,11254,0,,Percentage,,1600
0.91 Marine ACP red Oxide ,Marine ,AP1255,,PIECES,5,asianpaints,,330,330,Tax,0,Inclusive,414,0,11255,0,,Percentage,,414
18 Marine Red Primer Lead Free ,Marine ,AP1256,,PIECES,5,asianpaints,,8899,8899,Tax,0,Inclusive,11981,0,11256,0,,Percentage,,11981
3.64 Marine Red Primer Lead Free ,Marine ,AP1257,,PIECES,5,asianpaints,,1821,1821,Tax,0,Inclusive,2451,0,11257,0,,Percentage,,2451
0.91 Marine Red Primer Lead Free ,Marine ,AP1258,,PIECES,5,asianpaints,,476,476,Tax,0,Inclusive,640,0,11258,0,,Percentage,,640
18 Marine Zinc Cromate Primer ,Marine ,AP1259,,PIECES,5,asianpaints,,9011,9011,Tax,0,Inclusive,12131,0,11259,0,,Percentage,,12131
3.64 Marine Zinc Cromate Primer ,Marine ,AP1260,,PIECES,5,asianpaints,,1900,1900,Tax,0,Inclusive,2557,0,11260,0,,Percentage,,2557
0.91 Marine Zinc Cromate Primer ,Marine ,AP1261,,PIECES,5,asianpaints,,527,527,Tax,0,Inclusive,708,0,11261,0,,Percentage,,708
